district,town_name,display_name,first_census,census_count,lat,lon,geocode_status,geocode_query
Thane,shahapur,Shahapur (Ct),1991,3,19.451794,73.326596,ok,"Shahapur, Thane district, Maharashtra, India"
Thane,shirgaon,Shirgaon (Ct),1991,2,19.425726,73.171131,ok_arcgis,"Shirgaon, Thane, Maharashtra, India"
Thane,thane,Thane (M.Corp.),1991,3,19.194329,72.970178,ok,"Thane, Thane district, Maharashtra, India"
Thane,ulhasnagar,Ulhasnagar (M),1991,3,19.223633,73.167152,ok,"Ulhasnagar, Thane district, Maharashtra, India"
Thane,vada,Vada (Ct),1991,3,19.189986,72.969546,ok,"Vada, Thane district, Maharashtra, India"
Thane,vasai,Vasai (M),1991,2,19.285876,72.902812,ok,"Vasai, Thane district, Maharashtra, India"
Thane,virar,Virar (M),1991,2,19.451809,72.806826,ok,"Virar, Thane district, Maharashtra, India"
Thane,chinchani,Chinchani (Ct),2001,2,19.873937,72.712572,ok_photon,"Chinchani, Palghar district, Maharashtra, India"
Thane,manor,Manor (Ct),2001,2,19.161334,73.075146,ok,"Manor, Thane district, Maharashtra, India"
Thane,boisar,Boisar (Ct),2001,2,19.803483,72.754363,ok_photon,"Boisar, Thane district, Maharashtra, India"
Thane,katkar,Katkar (Ct),2001,2,19.243378,73.128959,ok,"Katkar, Thane district, Maharashtra, India"
Thane,tarapur,Tarapur (Ct),2001,2,19.812947,72.743876,ok_photon,"Tarapur, Thane district, Maharashtra, India"
Thane,umbar pada nandade,Umbar Pada Nandade (Ct),2001,2,19.628367,73.422953,ok_photon,"Umbar Pada Nandade, Thane district, Maharashtra, India"
Thane,kopharad,Kopharad (Ct),2001,1,19.36536,73.368544,ok_photon,"Kopharad, Thane, Maharashtra, India"
Thane,waliv,Waliv (Ct),2001,1,19.415056,72.861028,fallback,"Waliv, Maharashtra, India"
Thane,navghar-manikpur,Navghar-Manikpur (M Cl),2001,1,19.380628,72.823648,fallback,"Navghar-Manikpur, Maharashtra, India"
Thane,navi mumbai,Navi Mumbai (M Corp.),2001,2,19.030826,73.019854,ok,"Navi Mumbai, Thane district, Maharashtra, India"
Thane,katai,Katai (Ct),2001,2,19.169795,73.078716,ok,"Katai, Thane district, Maharashtra, India"
Thane,karivali,Karivali (Ct),2001,2,19.295674,73.040222,ok,"Karivali, Thane district, Maharashtra, India"
Thane,shelar,Shelar (Ct),2001,2,19.216051,73.098888,ok,"Shelar, Thane district, Maharashtra, India"
Thane,padagha,Padagha (Ct),2001,2,19.366845,73.175958,ok,"Padagha, Thane district, Maharashtra, India"
Thane,kasara budruk,Kasara Budruk (Ct),2001,1,19.648232,73.473589,ok_photon,"Kasara, Thane district, Maharashtra, India"
Thane,vashind,Vashind (Ct),2001,2,19.406509,73.267468,ok_photon,"Vasind, Thane district, Maharashtra, India"
Thane,kalyan-dombivli,Kalyan-Dombivli (M Corp.),2001,2,19.23916,73.129319,ok,"Kalyan-Dombivli, Thane district, Maharashtra, India"
Thane,ambarnath,Ambarnath(M Cl),2001,2,19.201561,73.200477,ok,"Ambarnath, Thane district, Maharashtra, India"
Thane,badlapur,Badlapur (M Cl),2001,2,19.166624,73.238906,ok,"Badlapur, Thane district, Maharashtra, India"
Thane,vikramgad,Vikramgad (Ct),2011,1,19.038857,73.008179,ok_arcgis,"Vikramgad, Thane, Maharashtra, India"
Thane,kudus,Kudus (Ct),2011,1,19.53233,73.099937,fallback,"Kudus, Maharashtra, India"
Thane,salwad,Salwad (Ct),2011,1,19.299064,73.152355,ok_arcgis,"Salwad, Thane, Maharashtra, India"
Thane,dandi,Dandi (Ct),2011,1,19.36536,73.368544,ok_photon,"Dandi, Thane, Maharashtra, India"
Thane,khaira,Khaira (Ct),2011,1,19.105623,72.998865,ok_photon,"Khaira, Thane, Maharashtra, India"
Thane,saravali,Saravali (Ct),2011,1,19.36536,73.368544,ok_photon,"Saravali, Thane, Maharashtra, India"
Thane,vasai-virar city,Vasai-Virar City (M Corp),2011,1,19.342382,72.804596,fallback,"Vasai-Virar City, Maharashtra, India"
Thane,chandrapada,Chandrapada (Ct),2011,1,19.358875,72.876439,fallback,"Chandrapada, Maharashtra, India"
Thane,bhiwandi nizampur,Bhiwandi Nizampur (M Corp.),2011,1,19.294067,73.066448,ok,"Bhiwandi Nizampur, Thane district, Maharashtra, India"
Thane,mahapoli,Mahapoli (Ct),2011,1,19.196877,72.967003,ok_photon,"Mahapoli, Thane district, Maharashtra, India"
Thane,borivali tarf rahur,Borivali Tarf Rahur (Ct),2011,1,19.378685,73.181735,ok_arcgis,"Borivali Tarf Rahur, Thane district, Maharashtra, India"
Thane,kambe,Kambe (Ct),2011,2,19.36536,73.368544,ok_photon,"Kambe, Thane, Maharashtra, India"
Thane,kharbav,Kharbav (Ct),2011,1,19.290768,72.976931,ok_photon,"Kharbav, Thane district, Maharashtra, India"
Thane,rahanal,Rahanal (Ct),2011,1,19.36536,73.368544,ok_photon,"Rahanal, Thane, Maharashtra, India"
Thane,purne,Purne (Ct),2011,1,19.36536,73.368544,ok_photon,"Purne, Thane, Maharashtra, India"
Thane,kalher,Kalher (Ct),2011,1,19.247059,73.01621,ok,"Kalher, Thane district, Maharashtra, India"
Thane,kasara bk.,Kasara Bk. (Ct),2011,1,19.64462,73.474648,ok,"Kasara Bk., Thane district, Maharashtra, India"
Thane,khardi,Khardi (Ct),2011,1,19.580216,73.393825,ok,"Khardi, Thane district, Maharashtra, India"
Thane,gotheghar,Gotheghar (Ct),2011,1,19.36536,73.368544,ok_photon,"Gotheghar, Thane, Maharashtra, India"
Thane,asangaon,Asangaon (Ct),2011,1,19.439961,73.308146,ok,"Asangaon, Thane district, Maharashtra, India"
Thane,mharal bk,Mharal Bk (Ct),2011,1,19.146203,72.999868,ok_photon,"Mharal Bk, Thane, Maharashtra, India"
Thane,vangani,Vangani (Ct),2011,1,19.094332,73.300895,ok,"Vangani, Thane district, Maharashtra, India"
Wardha,arvi,Arvi (M),1991,3,20.93615,78.289217,ok,"Arvi, Wardha district, Maharashtra, India"
Wardha,deoli,Deoli (M),1991,3,20.631117,78.397171,ok,"Deoli, Wardha district, Maharashtra, India"
Wardha,hinganghat,Hinganghat (M),1991,3,20.542611,78.833164,ok,"Hinganghat, Wardha district, Maharashtra, India"
Wardha,pulgaon,Pulgaon (M),1991,3,20.725805,78.31762,ok,"Pulgaon, Wardha district, Maharashtra, India"
Wardha,sindi,Sindi (M),1991,3,20.804643,78.887029,ok,"Sindi, Wardha district, Maharashtra, India"
Wardha,wardha,Wardha (M),1991,3,20.746494,78.599792,ok,"Wardha, Wardha district, Maharashtra, India"
Wardha,sindi turf hindnagar,Sindi Turf Hindnagar (Ct),2001,2,20.715426,78.572777,ok_photon,"Sindhi Meghe, Wardha, Maharashtra, India"
Wardha,pipri,Pipri (Ct),2011,1,20.57746,79.117441,ok,"Pipri, Wardha district, Maharashtra, India"
Wardha,warud,Warud (Ct),2011,1,20.504943,78.54906,ok,"Warud, Wardha district, Maharashtra, India"
Wardha,masala,Masala (Ct),2011,1,20.859373,78.581858,ok,"Masala, Wardha district, Maharashtra, India"
Wardha,nalwadi,Nalwadi (Ct),2011,1,20.825623,78.613146,ok_photon,"Nalwadi, Wardha, Maharashtra, India"
Wardha,borgaon (meghe),Borgaon (Meghe) (Ct),2011,1,20.725018,78.602055,ok,"Borgaon (Meghe), Wardha district, Maharashtra, India"
Wardha,sawangi (meghe),Sawangi (Meghe) (Ct),2011,1,20.893958,78.29882,ok_photon,"Sawangi, Wardha district, Maharashtra, India"
Washim,mangrulpir,Mangrulpir (M Cl),2001,2,20.275865,77.326123,ok,"Mangrulpir, Washim district, Maharashtra, India"
Washim,karanja,Karanja (M Cl),2001,2,20.482071,77.489234,ok,"Karanja, Washim district, Maharashtra, India"
Washim,washim,Washim (M Cl),2001,2,20.102921,77.135387,ok,"Washim, Washim district, Maharashtra, India"
Washim,risod,Risod (M Cl),2001,2,20.033758,76.834028,ok,"Risod, Washim district, Maharashtra, India"
Yavatmal,darwha,Darwha (M),1991,3,20.324892,77.777941,ok,"Darwha, Yavatmal district, Maharashtra, India"
Yavatmal,digras,Digras (M),1991,3,20.104181,77.716794,ok,"Digras, Yavatmal district, Maharashtra, India"
Yavatmal,ghatanji,Ghatanji (M),1991,3,20.019381,78.274666,ok,"Ghatanji, Yavatmal district, Maharashtra, India"
Yavatmal,pandharkaoda,Pandharkaoda (M),1991,3,20.023139,78.547735,ok_photon,"Pandharkawada, Yavatmal district, Maharashtra, India"
Yavatmal,pusad,Pusad (M),1991,3,19.88582,77.484612,ok,"Pusad, Yavatmal district, Maharashtra, India"
Yavatmal,rajur,Rajur (Ct),1991,3,20.105287,78.907049,ok,"Rajur, Yavatmal district, Maharashtra, India"
Yavatmal,umarkhed,Umarkhed (M),1991,3,19.598217,77.914099,ok,"Umarkhed, Yavatmal district, Maharashtra, India"
Yavatmal,umarsara,Umarsara (Ct),1991,3,20.363949,78.12725,ok,"Umarsara, Yavatmal district, Maharashtra, India"
Yavatmal,wani,Wani (M),1991,3,20.0574,78.9565,ok,"Wani, Yavatmal district, Maharashtra, India"
Yavatmal,yavatmal,Yavatmal (M),1991,3,20.390344,78.132852,ok,"Yavatmal, Yavatmal district, Maharashtra, India"
Yavatmal,waghapur,Waghapur (Ct),2001,2,20.402199,78.031792,ok,"Waghapur, Yavatmal district, Maharashtra, India"
Yavatmal,wadgaon road,Wadgaon Road (Ct),2001,2,20.222154,78.231815,ok_photon,"Wadgaon Road, Yavatmal district, Maharashtra, India"
Yavatmal,vasantnagar,Vasantnagar (Ct),2001,1,20.030915,77.759213,ok,"Vasantnagar, Yavatmal district, Maharashtra, India"
Yavatmal,ner,Ner (M Cl),2011,1,20.490596,77.811853,ok,"Ner, Yavatmal district, Maharashtra, India"
Yavatmal,pimpalgaon,Pimpalgaon (Ct),2011,1,20.515182,78.049521,ok,"Pimpalgaon, Yavatmal district, Maharashtra, India"
Yavatmal,yavatmal (r),Yavatmal (R) (Ct),2011,1,20.390344,78.132852,ok,"Yavatmal (R), Yavatmal district, Maharashtra, India"
Yavatmal,lohara,Lohara (Ct),2011,1,20.390384,78.09111,ok,"Lohara, Yavatmal district, Maharashtra, India"
Yavatmal,deogiri,Deogiri (Ct),2011,1,20.31849,77.795992,ok,"Deogiri, Yavatmal district, Maharashtra, India"
Yavatmal,shrirampur,Shrirampur (Ct),2011,1,20.402368,78.478003,ok,"Shrirampur, Yavatmal district, Maharashtra, India"
